time,latitude,longitude,mag,id,updated,place,type,geom,state
2014-12-29 17:50:55-05,36.7545,-98.1778,3.1,usc000takq,2014-12-29 20:53:36.056-05,"15km E of Cherokee, Oklahoma",earthquake,0101000020AD100000A54E4013618B58C07F6ABC7493604240,Oklahoma
2014-12-29 16:15:55.2-05,36.8363,-97.8757,3.3,usc000tajx,2015-01-29 13:16:07.085-05,"13km WNW of Medford, Oklahoma",earthquake,0101000020AD100000DC4603780B7858C089D2DEE00B6B4240,Oklahoma
2011-11-05 13:42:26-04,35.53,-96.766,3.2,usp000jach,2014-11-06 20:46:18-05,Oklahoma,earthquake,0101000020AD1000001B2FDD24063158C0A4703D0AD7C34140,Oklahoma
2014-12-29 08:30:05.1-05,36.361,-97.4511,3,usc000taic,2015-02-03 23:59:38.122-05,"16km WNW of Perry, Oklahoma",earthquake,0101000020AD10000070CE88D2DE5C58C091ED7C3F352E4240,Oklahoma
2014-12-28 10:02:56.7-05,35.8147,-97.4181,3,usc000tadx,2015-01-17 04:58:29.936-05,"7km S of Guthrie, Oklahoma",earthquake,0101000020AD100000499D8026C25A58C08E06F01648E84140,Oklahoma
2014-12-27 16:39:57-05,36.2837,-96.8918,3.4,usc000ta8y,2015-02-01 09:53:58.379-05,"9km SW of Pawnee, Oklahoma",earthquake,0101000020AD100000A9A44E40133958C007F0164850244240,Oklahoma
2014-12-27 11:17:14.5-05,35.9107,-97.2513,3,usc000ta7c,2015-01-29 08:37:51.342-05,"3km S of Langston, Oklahoma",earthquake,0101000020AD100000075F984C155058C0CD3B4ED191F44140,Oklahoma
2014-12-27 03:21:36.2-05,35.8143,-97.4177,3,usc000ta60,2015-02-06 17:09:53.521-05,"7km S of Guthrie, Oklahoma",earthquake,0101000020AD10000082E2C798BB5A58C000917EFB3AE84140,Oklahoma
2014-12-26 18:03:37.5-05,35.8104,-97.416,3.1,usc000ta2x,2015-01-30 22:34:26.672-05,"7km S of Guthrie, Oklahoma",earthquake,0101000020AD100000B4C876BE9F5A58C0D656EC2FBBE74140,Oklahoma
2014-12-26 17:12:57.3-05,36.8021,-98.1623,3,usc000ta2z,2015-01-29 17:26:49.786-05,"18km ENE of Cherokee, Oklahoma",earthquake,0101000020AD10000003098A1F638A58C0910F7A36AB664240,Oklahoma
2014-12-25 23:11:36.4-05,36.368,-97.0684,3.9,usc000ta04,2015-02-19 21:21:51.465-05,"21km ENE of Perry, Oklahoma",earthquake,0101000020AD100000F8C264AA604458C0C976BE9F1A2F4240,Oklahoma
2014-12-25 20:32:49.5-05,35.8124,-97.4167,3.5,usc000t9zk,2015-02-09 11:04:01.995-05,"7km S of Guthrie, Oklahoma",earthquake,0101000020AD100000910F7A36AB5A58C09CA223B9FCE74140,Oklahoma
2014-12-23 20:35:28.4-05,36.8913,-97.6911,3,usc000t9i2,2015-01-28 13:49:48.769-05,"10km NNE of Medford, Oklahoma",earthquake,0101000020AD10000000917EFB3A6C58C060764F1E16724240,Oklahoma
2014-12-22 11:12:38.3-05,36.2766,-97.2252,3,usc000t937,2015-01-31 03:00:18.184-05,"5km ESE of Perry, Oklahoma",earthquake,0101000020AD100000CAC342AD694E58C06C09F9A067234240,Oklahoma
2014-12-22 05:05:53.5-05,36.0671,-97.3586,3,usc000t90z,2015-01-27 09:00:53.032-05,"16km NW of Langston, Oklahoma",earthquake,0101000020AD1000001E166A4DF35658C0E3C798BB96084240,Oklahoma
2014-12-22 03:40:56.8-05,36.8024,-98.1933,3.6,usc000t90l,2015-01-11 21:28:23.766-05,"15km ENE of Cherokee, Oklahoma",earthquake,0101000020AD1000004694F6065F8C58C0BB270F0BB5664240,Oklahoma
2014-12-21 18:42:55.3-05,36.6285,-97.7101,3.4,usc000t8xu,2015-01-24 17:12:20.258-05,"19km S of Medford, Oklahoma",earthquake,0101000020AD100000EF384547726D58C09CC420B072504240,Oklahoma
2014-12-21 18:36:00.1-05,36.6267,-97.7149,3.4,usc000t8xq,2015-01-26 10:31:47.037-05,"20km S of Medford, Oklahoma",earthquake,0101000020AD10000044FAEDEBC06D58C09C33A2B437504240,Oklahoma
2014-12-21 15:44:05.8-05,36.9379,-97.7253,3.3,usc000t8ws,2015-01-26 10:53:22.06-05,"14km SW of Caldwell, Kansas",earthquake,0101000020AD1000007CF2B0506B6E58C08E75711B0D784240,Oklahoma
2014-12-21 08:53:23.4-05,36.5278,-98.227,3,usc000t8v7,2015-01-25 03:06:11.44-05,"4km ESE of Helena, Oklahoma",earthquake,0101000020AD1000004A0C022B878E58C0166A4DF38E434240,Oklahoma
2014-12-21 05:59:04.1-05,36.761,-97.5719,3.1,usc000t8uh,2015-01-28 05:37:24.374-05,"15km ESE of Medford, Oklahoma",earthquake,0101000020AD100000462575029A6458C0C420B07268614240,Oklahoma
2014-12-21 01:17:09.4-05,36.1751,-97.3867,3,usc000t8t4,2015-01-20 00:13:07.308-05,"15km SW of Perry, Oklahoma",earthquake,0101000020AD1000003F575BB1BF5858C0CAC342AD69164240,Oklahoma
2014-12-19 13:18:08.2-05,36.7564,-97.5659,3.3,usc000t89b,2015-02-01 11:34:11.067-05,"15km ESE of Medford, Oklahoma",earthquake,0101000020AD1000009C33A2B4376458C0E25817B7D1604240,Oklahoma
2014-12-18 23:06:54-05,36.1511,-97.4904,3.4,usc000t82b,2015-02-09 17:37:20.683-05,"23km SW of Perry, Oklahoma",earthquake,0101000020AD100000567DAEB6625F58C07A36AB3E57134240,Oklahoma
2014-12-16 17:18:35.6-05,36.8689,-98.1236,3.1,usc000t7e4,2015-01-22 16:11:06.46-05,"24km ENE of Cherokee, Oklahoma",earthquake,0101000020AD1000004772F90FE98758C048BF7D1D386F4240,Oklahoma
2014-12-16 17:01:26.8-05,36.8676,-98.1224,3.4,usc000t7d0,2015-01-22 13:03:35.585-05,"24km ENE of Cherokee, Oklahoma",earthquake,0101000020AD100000F241CF66D58758C03B014D840D6F4240,Oklahoma
2014-12-15 18:22:17-05,35.4929,-96.8293,3,usc000t71g,2015-01-27 18:09:25.864-05,"6km E of Meeker, Oklahoma",earthquake,0101000020AD100000A9A44E40133558C06519E25817BF4140,Oklahoma
2014-12-15 17:01:56.7-05,36.1821,-97.3721,3.2,usc000t70h,2014-12-15 20:04:38.979-05,"14km SSW of Perry, Oklahoma",earthquake,0101000020AD100000DDB5847CD05758C0014D840D4F174240,Oklahoma
2014-12-15 02:32:50.7-05,36.3126,-96.7571,3,usc000t6qm,2015-01-06 17:19:02.062-05,"5km SE of Pawnee, Oklahoma",earthquake,0101000020AD1000004DF38E53743058C0645DDC4603284240,Oklahoma
2014-12-14 22:22:55.2-05,36.3274,-97.5262,3.2,usc000t6nu,2015-01-06 19:12:37.66-05,"21km W of Perry, Oklahoma",earthquake,0101000020AD100000EFC9C342AD6158C0EE5A423EE8294240,Oklahoma
2014-12-14 21:18:20.5-05,36.3187,-96.7553,4,usc000t6mn,2015-01-06 19:04:37.46-05,"4km ESE of Pawnee, Oklahoma",earthquake,0101000020AD100000CEAACFD5563058C01B9E5E29CB284240,Oklahoma
2014-12-14 21:07:13.4-05,36.3245,-97.5351,3.1,usc000t6p1,2015-01-06 19:19:04.141-05,"22km W of Perry, Oklahoma",earthquake,0101000020AD100000BC0512143F6258C0A8C64B3789294240,Oklahoma
2014-12-14 16:09:47.5-05,36.3274,-97.5343,3,usc000t6kf,2014-12-14 15:25:05.8-05,"22km W of Perry, Oklahoma",earthquake,0101000020AD1000002E90A0F8316258C0EE5A423EE8294240,Oklahoma
2014-12-14 15:48:41.6-05,36.3258,-97.5324,3.8,usc000t6js,2015-01-19 11:50:40.59-05,"22km W of Perry, Oklahoma",earthquake,0101000020AD100000FC1873D7126258C0B6847CD0B3294240,Oklahoma
2014-12-14 10:19:54.7-05,36.3176,-96.7569,3.1,usc000t6ht,2015-01-04 02:57:27.414-05,"4km ESE of Pawnee, Oklahoma",earthquake,0101000020AD100000EA95B20C713058C0D49AE61DA7284240,Oklahoma
2014-12-14 09:14:21.1-05,36.8706,-98.1272,3.9,usc000t6hb,2015-01-27 01:26:21.052-05,"24km ENE of Cherokee, Oklahoma",earthquake,0101000020AD1000004703780B248858C0E5F21FD26F6F4240,Oklahoma
2014-12-14 05:01:42.3-05,36.3251,-97.5296,3,usc000t6kw,2015-01-28 05:04:12.853-05,"22km W of Perry, Oklahoma",earthquake,0101000020AD1000008BFD65F7E46158C0FDF675E09C294240,Oklahoma
2014-12-13 09:51:30.7-05,36.3241,-97.5347,3.6,usc000t6an,2015-01-17 09:24:16.844-05,"22km W of Perry, Oklahoma",earthquake,0101000020AD100000F54A5986386258C01A51DA1B7C294240,Oklahoma
2014-12-12 19:48:36.9-05,36.2623,-97.0378,3.3,usc000t64i,2015-01-17 17:46:10.77-05,"16km N of Stillwater, Oklahoma",earthquake,0101000020AD1000007CF2B0506B4258C0D3DEE00B93214240,Oklahoma
2014-12-12 11:31:46.4-05,36.3524,-97.091,3.3,usc000t5xc,2015-01-21 09:28:46.565-05,"19km ENE of Perry, Oklahoma",earthquake,0101000020AD100000E8FBA9F1D24558C0228E75711B2D4240,Oklahoma
2014-12-11 20:51:03.2-05,36.8707,-98.1223,3.4,usc000t5sx,2015-01-19 17:31:35.744-05,"24km ENE of Cherokee, Oklahoma",earthquake,0101000020AD100000401361C3D38758C04850FC18736F4240,Oklahoma
2014-12-11 19:57:45.8-05,36.9511,-97.7998,3.1,usc000t5p7,2014-12-12 01:22:32.314-05,"17km NNW of Medford, Oklahoma",earthquake,0101000020AD100000D0D556EC2F7358C0E09C11A5BD794240,Oklahoma
2014-12-11 07:53:49.4-05,36.7616,-98.0542,3.8,usc000t5ia,2015-01-28 01:27:28.668-05,"27km E of Cherokee, Oklahoma",earthquake,0101000020AD1000005DDC4603788358C01A51DA1B7C614240,Oklahoma
2014-12-10 17:43:23.7-05,36.1473,-97.0076,3,usc000t595,2015-01-22 13:54:18.124-05,"5km NE of Stillwater, Oklahoma",earthquake,0101000020AD100000C6DCB5847C4058C0B459F5B9DA124240,Oklahoma
2014-12-10 16:47:45.3-05,36.8722,-98.1235,3,usc000t58z,2015-01-30 10:09:17.939-05,"24km ENE of Cherokee, Oklahoma",earthquake,0101000020AD10000096438B6CE78758C01DC9E53FA46F4240,Oklahoma
2014-12-10 10:09:13.9-05,35.8176,-97.4329,3.1,usc000t53q,2015-01-16 03:54:45.343-05,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD1000000F9C33A2B45B58C0D49AE61DA7E84140,Oklahoma
2014-12-10 06:39:25.2-05,36.8405,-97.8152,3.1,usc000t52g,2015-01-22 02:30:51.995-05,"8km WNW of Medford, Oklahoma",earthquake,0101000020AD100000C0EC9E3C2C7458C0DD240681956B4240,Oklahoma
2014-12-09 08:38:01.3-05,36.751,-97.556,3.2,usc000t4sr,2015-01-03 05:07:53.517-05,"17km ESE of Medford, Oklahoma",earthquake,0101000020AD100000DD240681956358C0E3A59BC420604240,Oklahoma
2014-12-09 06:28:33.1-05,35.8188,-96.8213,3.7,usc000t4rh,2015-01-16 08:18:38.514-05,"14km NNE of Chandler, Oklahoma",earthquake,0101000020AD1000001B0DE02D903458C07FFB3A70CEE84140,Oklahoma
2014-12-08 14:05:51.8-05,35.7378,-97.5863,3.2,usc000t4ja,2015-01-14 16:09:37.177-05,"13km NW of Edmond, Oklahoma",earthquake,0101000020AD10000044696FF0856558C0917EFB3A70DE4140,Oklahoma
2014-12-07 22:13:08.3-05,35.8197,-97.4393,3.6,usc000t4gi,2015-01-20 19:43:20.267-05,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD1000008048BF7D1D5C58C0FE43FAEDEBE84140,Oklahoma
2014-12-07 20:57:22.5-05,34.1752,-96.7559,3,usc000t4g8,2015-01-11 17:23:51.254-05,"9km N of Madill, Oklahoma",earthquake,0101000020AD100000F8C264AA603058C02D211FF46C164140,Oklahoma
2014-12-06 07:04:22.1-05,36.7612,-98.0514,3.2,usc000t48b,2015-01-02 04:35:24.485-05,"27km E of Cherokee, Oklahoma",earthquake,0101000020AD100000ECC039234A8358C08CDB68006F614240,Oklahoma
2014-12-05 03:54:22.5-05,36.023,-97.0946,3.7,usc000t3wu,2015-01-20 17:39:21.462-05,"7km NW of Perkins, Oklahoma",earthquake,0101000020AD100000E78C28ED0D4658C06DE7FBA9F1024240,Oklahoma
2014-12-04 23:29:58.8-05,35.8999,-97.2543,3.1,usc000t3w0,2014-12-22 23:29:53.905-05,"5km S of Langston, Oklahoma",earthquake,0101000020AD100000DCD78173465058C0D0D556EC2FF34140,Oklahoma
2014-12-04 18:04:17.8-05,36.758,-97.5781,3.5,usc000t3sn,2015-01-13 16:09:40.114-05,"14km ESE of Medford, Oklahoma",earthquake,0101000020AD10000054742497FF6458C01B2FDD2406614240,Oklahoma
2014-12-04 11:34:52.3-05,36.2871,-97.4335,3,usc000t3ps,2015-01-16 05:31:53.78-05,"13km W of Perry, Oklahoma",earthquake,0101000020AD10000039B4C876BE5B58C03F575BB1BF244240,Oklahoma
2014-12-04 08:38:29.4-05,36.4207,-97.2902,3,usc000t3nv,2015-01-09 04:14:43.487-05,"14km N of Perry, Oklahoma",earthquake,0101000020AD100000265305A3925258C0AEB6627FD9354240,Oklahoma
2014-12-04 06:39:43.3-05,35.8197,-97.4383,3.2,usc000t3ne,2015-01-14 04:23:38.173-05,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD1000008E75711B0D5C58C0FE43FAEDEBE84140,Oklahoma
2014-12-03 13:33:33.6-05,36.5021,-99.0279,3.7,usb000t2ex,2015-01-14 15:55:10.868-05,"17km ENE of Mooreland, Oklahoma",earthquake,0101000020AD100000BDE3141DC9C158C02AA913D044404240,Oklahoma
2014-12-02 16:25:53.5-05,36.1767,-97.2641,3,usb000t29e,2015-01-11 10:32:58.718-05,"12km S of Perry, Oklahoma",earthquake,0101000020AD100000E9B7AF03E75058C0029A081B9E164240,Oklahoma
2014-12-02 12:04:29.4-05,35.671,-97.3788,3.4,usb000t22s,2015-02-20 01:25:25.788-05,"9km ENE of Edmond, Oklahoma",earthquake,0101000020AD10000063EE5A423E5858C0D9CEF753E3D54140,Oklahoma
2014-12-01 17:57:28.7-05,36.4955,-99.0834,3.3,usb000t1x1,2015-01-07 12:35:14.123-05,"12km ENE of Mooreland, Oklahoma",earthquake,0101000020AD100000211FF46C56C558C08195438B6C3F4240,Oklahoma
2014-11-30 12:18:58.7-05,35.6727,-97.3788,3.3,usb000t1dy,2015-01-17 03:06:31.71-05,"9km ENE of Edmond, Oklahoma",earthquake,0101000020AD10000063EE5A423E5858C075029A081BD64140,Oklahoma
2014-11-30 10:24:44.4-05,36.6028,-97.6068,4,usb000t1de,2015-02-20 02:30:39.3-05,"25km SSE of Medford, Oklahoma",earthquake,0101000020AD1000009FCDAACFD56658C0B003E78C284D4240,Oklahoma
2014-11-30 08:54:36-05,36.6013,-97.7654,3,usb000t2ff,2015-01-10 04:17:19.301-05,"22km S of Medford, Oklahoma",earthquake,0101000020AD100000F0164850FC7058C0DB8AFD65F74C4240,Oklahoma
2014-11-30 06:59:56-05,35.5382,-96.7714,3.6,usb000t1ca,2015-02-20 03:46:56.919-05,"9km NW of Prague, Oklahoma",earthquake,0101000020AD1000009A081B9E5E3158C0865AD3BCE3C44140,Oklahoma
2014-11-28 08:36:36.1-05,36.6286,-97.981,3,usb000t0un,2014-12-18 04:27:21.165-05,"27km NNW of Enid, Oklahoma",earthquake,0101000020AD100000115839B4C87E58C0FF21FDF675504240,Oklahoma
2014-11-28 03:35:25.9-05,36.8192,-97.711,3,usb000t0t6,2015-01-03 19:22:56.56-05,"2km NE of Medford, Oklahoma",earthquake,0101000020AD1000002FDD2406816D58C00D71AC8BDB684240,Oklahoma
2014-11-27 00:54:23.9-05,36.5886,-97.8084,3.1,usb000t0hv,2015-01-02 19:26:49.271-05,"22km NNE of Enid, Oklahoma",earthquake,0101000020AD10000088855AD3BC7358C07A36AB3E574B4240,Oklahoma
2014-11-26 19:29:19-05,35.8173,-97.4303,3,usb000t0by,2014-12-31 12:02:09.71-05,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD10000001DE02098A5B58C0AA8251499DE84140,Oklahoma
2014-11-26 16:54:04.4-05,36.1146,-97.3101,3.1,usb000t0ay,2014-12-15 01:32:51.493-05,"19km S of Perry, Oklahoma",earthquake,0101000020AD100000569FABADD85358C0910F7A36AB0E4240,Oklahoma
2014-11-26 14:56:40.6-05,35.8153,-97.419,3.3,usb000t09c,2015-01-13 16:40:07.897-05,"7km S of Guthrie, Oklahoma",earthquake,0101000020AD100000894160E5D05A58C0E3361AC05BE84140,Oklahoma
2014-11-26 09:14:25.8-05,36.8171,-97.7105,3,usb000t06w,2015-01-02 06:24:33.677-05,"2km ENE of Medford, Oklahoma",earthquake,0101000020AD100000B6F3FDD4786D58C0E3C798BB96684240,Oklahoma
2014-11-25 23:32:55.2-05,36.8106,-97.8672,3.5,usb000t039,2015-01-29 22:44:11.791-05,"11km W of Medford, Oklahoma",earthquake,0101000020AD100000D6C56D34807758C09D11A5BDC1674240,Oklahoma
2014-11-25 22:04:21.8-05,35.8184,-97.4304,3.4,usb000t021,2015-01-06 19:44:24.848-05,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD100000B30C71AC8B5B58C0F085C954C1E84140,Oklahoma
2014-11-25 14:43:40-05,36.8201,-97.7191,3.6,usb000szvm,2015-01-04 16:30:08.856-05,"1km NE of Medford, Oklahoma",earthquake,0101000020AD1000006EA301BC056E58C08CB96B09F9684240,Oklahoma
2014-11-25 01:43:39.3-05,36.8567,-97.8444,3,usb000szrj,2015-01-08 23:58:28.667-05,"11km WNW of Medford, Oklahoma",earthquake,0101000020AD100000832F4CA60A7658C0D93D7958A86D4240,Oklahoma
2014-11-25 00:16:51.7-05,35.8167,-97.4363,3,usb000szqn,2015-02-13 23:16:55.994-05,"6km S of Guthrie, Oklahoma",earthquake,0101000020AD100000ABCFD556EC5B58C0545227A089E84140,Oklahoma
2014-11-24 19:05:57.5-05,36.8728,-98.3353,3.7,usb000szm7,2015-01-13 12:19:21.283-05,"13km N of Cherokee, Oklahoma",earthquake,0101000020AD1000005396218E759558C072F90FE9B76F4240,Oklahoma
2014-11-24 14:08:10.3-05,36.3264,-97.5278,3,usb000szjv,2015-01-04 16:21:19.174-05,"21km W of Perry, Oklahoma",earthquake,0101000020AD1000000BB5A679C76158C00BB5A679C7294240,Oklahoma
2014-11-24 08:28:31-05,35.816,-97.433,3.5,usb000szhn,2015-02-17 02:12:10.776-05,"7km S of Guthrie, Oklahoma",earthquake,0101000020AD100000C0CAA145B65B58C09CC420B072E84140,Oklahoma
2014-11-24 07:17:17.4-05,36.118,-97.2475,3,usb000szh4,2015-01-07 08:56:42.366-05,"17km W of Stillwater, Oklahoma",earthquake,0101000020AD100000A4703D0AD74F58C0C976BE9F1A0F4240,Oklahoma
2014-11-24 06:55:53.7-05,36.327,-97.5289,3.4,usb000szgt,2015-01-05 09:09:34.913-05,"22km W of Perry, Oklahoma",earthquake,0101000020AD100000AEB6627FD96158C060E5D022DB294240,Oklahoma
2014-11-24 06:36:08.6-05,36.3276,-97.531,3.8,usb000szgm,2015-02-17 02:10:10.532-05,"22km W of Perry, Oklahoma",earthquake,0101000020AD100000448B6CE7FB6158C0B515FBCBEE294240,Oklahoma
2014-11-23 04:50:23.2-05,35.4947,-97.2623,3,usb000sz7i,2015-01-02 01:00:04.516-05,"0km ESE of Choctaw, Oklahoma",earthquake,0101000020AD100000696FF085C95058C065AA605452BF4140,Oklahoma
2014-11-23 04:25:58.4-05,36.8291,-97.8669,3.4,usb000sz7q,2015-01-02 00:59:16.782-05,"12km WNW of Medford, Oklahoma",earthquake,0101000020AD100000C139234A7B7758C08A8EE4F21F6A4240,Oklahoma
2014-11-22 18:31:34.8-05,36.5947,-97.6484,3.1,usb000sz35,2015-01-02 13:09:22.552-05,"24km SSE of Medford, Oklahoma",earthquake,0101000020AD1000007DAEB6627F6958C032772D211F4C4240,Oklahoma
2014-11-22 14:54:45.6-05,36.6375,-97.7712,3,usb000sz08,2014-12-29 10:39:13.565-05,"19km S of Medford, Oklahoma",earthquake,0101000020AD10000036AB3E575B7158C09A99999999514240,Oklahoma
2014-11-22 14:36:06.3-05,36.64,-97.7734,3.5,usb000syzy,2015-01-09 16:34:00.189-05,"18km S of Medford, Oklahoma",earthquake,0101000020AD1000007DAEB6627F7158C052B81E85EB514240,Oklahoma
2014-11-22 09:39:29-05,36.7562,-97.5783,3.7,usb000syy7,2015-01-10 03:09:19.152-05,"14km ESE of Medford, Oklahoma",earthquake,0101000020AD100000B7D100DE026558C01B9E5E29CB604240,Oklahoma
2014-11-22 02:39:42-05,36.1182,-97.4354,3.1,usb000syzh,2014-12-31 19:39:58.602-05,"23km SW of Perry, Oklahoma",earthquake,0101000020AD1000006B2BF697DD5B58C09031772D210F4240,Oklahoma
2014-11-21 14:56:17.2-05,36.8791,-98.2434,3,usb000syjw,2014-12-28 12:41:25.135-05,"17km NE of Cherokee, Oklahoma",earthquake,0101000020AD1000002BF697DD938F58C0F1F44A5986704240,Oklahoma
2014-11-21 13:03:42.4-05,36.8464,-97.8961,3.3,usb000syj0,2014-12-26 15:05:10.389-05,"15km WNW of Medford, Oklahoma",earthquake,0101000020AD100000857CD0B3597958C0CEAACFD5566C4240,Oklahoma
2014-11-19 14:17:29.5-05,36.9952,-97.9171,3.2,usc000syvv,2015-01-04 16:08:36.372-05,"20km SSE of Anthony, Kansas",earthquake,0101000020AD10000058CA32C4B17A58C0567DAEB6627F4240,Oklahoma
2014-11-19 13:28:52.7-05,36.1967,-96.7209,3,usc000syvu,2014-11-19 16:59:47-05,"9km NNW of Yale, Oklahoma",earthquake,0101000020AD100000EEEBC039232E58C0C58F31772D194240,Oklahoma
2014-11-19 12:19:02.1-05,36.8446,-97.8991,3.1,usc000syvm,2014-12-31 06:40:35.489-05,"15km WNW of Medford, Oklahoma",earthquake,0101000020AD1000005AF5B9DA8A7958C0CE1951DA1B6C4240,Oklahoma
2014-11-19 04:06:50.9-05,36.5897,-98.2562,3.1,usc000syrn,2014-12-14 20:17:28.102-05,"4km NNE of Helena, Oklahoma",earthquake,0101000020AD1000000E4FAF94659058C0C139234A7B4B4240,Oklahoma
2014-11-19 03:34:24.7-05,35.9281,-97.4407,3.3,usc000syr7,2015-02-15 17:21:00.927-05,"5km NNW of Guthrie, Oklahoma",earthquake,0101000020AD10000039D6C56D345C58C074B515FBCBF64140,Oklahoma
2014-11-18 21:43:55.1-05,36.2809,-96.9742,3.4,usc000sym1,2015-01-29 18:22:43.37-05,"16km WSW of Pawnee, Oklahoma",earthquake,0101000020AD100000D8F0F44A593E58C024B9FC87F4234240,Oklahoma
2014-11-18 16:16:07.6-05,36.8659,-98.3346,3.6,usc000syi4,2015-01-30 07:32:53.209-05,"12km N of Cherokee, Oklahoma",earthquake,0101000020AD100000764F1E166A9558C09FCDAACFD56E4240,Oklahoma
2014-11-17 20:40:52.3-05,36.4215,-97.037,3,usc000sy8h,2015-01-30 17:16:09.637-05,"22km WNW of Pawnee, Oklahoma",earthquake,0101000020AD100000EE7C3F355E4258C0CBA145B6F3354240,Oklahoma
2014-11-16 22:41:49.6-05,36.2796,-97.2361,3.3,usc000sxyi,2015-01-29 19:31:49.2-05,"4km ESE of Perry, Oklahoma",earthquake,0101000020AD1000007AA52C431C4F58C016FBCBEEC9234240,Oklahoma
2014-11-16 10:32:40.4-05,36.2777,-96.9308,3.2,usc000sxtg,2015-01-30 07:31:42.917-05,"13km WSW of Pawnee, Oklahoma",earthquake,0101000020AD1000007AC7293A923B58C0B30C71AC8B234240,Oklahoma
2014-11-16 07:26:40.1-05,36.0649,-97.3241,3.4,usc000sxs6,2014-12-27 05:31:14.564-05,"14km NNW of Langston, Oklahoma",earthquake,0101000020AD1000008D28ED0DBE5458C055C1A8A44E084240,Oklahoma
2014-11-15 13:39:57.6-05,36.6169,-97.7098,3.4,usc000sxly,2015-01-09 17:23:41.035-05,"21km S of Medford, Oklahoma",earthquake,0101000020AD100000DAACFA5C6D6D58C082734694F64E4240,Oklahoma
2014-11-14 15:41:54.7-05,36.0238,-97.0914,3,usc000sx9s,2015-01-30 08:18:02.438-05,"7km NW of Perkins, Oklahoma",earthquake,0101000020AD100000AEB6627FD94558C089D2DEE00B034240,Oklahoma
2014-11-14 11:58:31.1-05,36.6258,-98.0001,3.6,usc000sx8v,2015-01-29 16:31:13.174-05,"25km ENE of Helena, Oklahoma",earthquake,0101000020AD100000B22E6EA3018058C01CEBE2361A504240,Oklahoma
2014-11-14 07:43:23.8-05,36.8431,-97.8774,3,usc000sxdf,2014-12-04 09:16:55.186-05,"13km WNW of Medford, Oklahoma",earthquake,0101000020AD100000AA605452277858C0F9A067B3EA6B4240,Oklahoma
2014-11-14 07:34:56.8-05,36.8442,-97.8855,3.1,usc000sx86,2014-12-04 09:14:17.028-05,"14km WNW of Medford, Oklahoma",earthquake,0101000020AD100000E9263108AC7858C040A4DFBE0E6C4240,Oklahoma
2014-11-14 07:10:19.8-05,36.8477,-97.8768,3,usc000sxcw,2014-12-04 09:09:00.618-05,"13km WNW of Medford, Oklahoma",earthquake,0101000020AD1000008048BF7D1D7858C0DC68006F816C4240,Oklahoma
2014-11-14 07:06:51-05,36.8455,-97.8767,3.3,usc000sx83,2014-12-31 01:45:58.044-05,"13km WNW of Medford, Oklahoma",earthquake,0101000020AD100000CE1951DA1B7858C04E621058396C4240,Oklahoma
2014-11-14 03:54:32.5-05,36.1653,-96.9009,3,usc000sx78,2015-01-30 04:30:19.848-05,"15km ENE of Stillwater, Oklahoma",earthquake,0101000020AD100000D93D7958A83958C0B003E78C28154240,Oklahoma
2014-11-13 14:34:23.8-05,36.7532,-97.5616,3.2,usc000swxu,2015-01-29 20:05:27.005-05,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD100000C05B2041F16358C071AC8BDB68604240,Oklahoma
2014-11-13 01:28:31.3-05,35.3504,-96.5389,3.6,usc000swta,2015-01-28 21:05:15.159-05,"16km SSW of Boley, Oklahoma",earthquake,0101000020AD1000001FF46C567D2258C05B423EE8D9AC4140,Oklahoma
2014-11-12 21:37:11-05,36.6485,-97.6016,3.1,usc000swrs,2015-01-29 23:33:52.206-05,"21km SE of Medford, Oklahoma",earthquake,0101000020AD1000008351499D806658C05EBA490C02534240,Oklahoma
2014-11-11 23:17:11.7-05,36.765,-97.5605,3,usc000swg5,2014-12-02 20:47:57-05,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD1000001D5A643BDF6358C052B81E85EB614240,Oklahoma
2014-11-11 14:09:41.9-05,36.7559,-97.5648,3.5,usc000sw9m,2014-12-17 12:45:35.022-05,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD100000F931E6AE256458C0F085C954C1604240,Oklahoma
2014-11-10 02:30:56.7-05,36.7555,-97.5646,3.5,usc000svxk,2015-01-30 07:15:24.432-05,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD10000095D40968226458C062105839B4604240,Oklahoma
2014-11-10 02:11:30.3-05,36.0242,-97.093,3.1,usc000svxf,2014-12-01 20:04:52-05,"7km NW of Perkins, Oklahoma",earthquake,0101000020AD100000CAA145B6F34558C0174850FC18034240,Oklahoma
2014-11-09 20:10:18.9-05,36.0244,-97.0975,3.8,usc000svvx,2015-01-02 12:48:55.207-05,"8km NW of Perkins, Oklahoma",earthquake,0101000020AD1000000AD7A3703D4658C0DE02098A1F034240,Oklahoma
2014-11-09 18:39:54.7-05,36.3306,-97.5206,3.1,usc000svvp,2014-12-15 11:37:19.758-05,"21km WNW of Perry, Oklahoma",earthquake,0101000020AD1000000C93A982516158C05F07CE19512A4240,Oklahoma
